motion-1
-53.128498,-126.005424,994.865906,-4.000000,-48.000000,4.000000
-52.653816,-128.505386,997.363220,-9.000000,-49.000000,3.000000
-53.981590,-131.440491,1008.966858,-7.000000,-50.000000,3.000000
-55.215698,-130.248459,1001.062683,-7.000000,-48.000000,3.000000
-53.895973,-127.843513,992.528198,-8.000000,-49.000000,3.000000
-51.061279,-127.250710,996.600586,-7.000000,-50.000000,3.000000
-54.846069,-130.198929,1001.858398,-8.000000,-49.000000,3.000000
-54.885025,-130.907562,1001.196167,-9.000000,-48.000000,3.000000
-52.000240,-128.241638,997.226929,-8.000000,-49.000000,3.000000
-53.364571,-127.801476,998.842285,-7.000000,-49.000000,3.000000
motion-2
-59.687576,-125.312790,1031.045654,-8.000000,-49.000000,2.000000
-55.595047,-124.788445,1010.129700,-7.000000,-50.000000,3.000000
-49.829060,-132.141098,964.105469,-9.000000,-50.000000,2.000000
-57.469929,-127.787292,1009.370728,-10.000000,-49.000000,3.000000
-58.145172,-129.089478,1006.662598,-10.000000,-47.000000,3.000000
-54.219219,-134.509918,989.794373,-9.000000,-48.000000,2.000000
-52.677258,-127.137970,1001.886169,-8.000000,-50.000000,3.000000
-55.421383,-127.575882,996.945557,-8.000000,-49.000000,3.000000
-55.477203,-131.396393,1000.795776,-9.000000,-49.000000,3.000000
-51.085892,-128.765686,997.795654,-8.000000,-49.000000,3.000000
motion-3
-52.351883,-129.314941,998.368286,-8.000000,-49.000000,4.000000
-55.955883,-128.257355,999.215759,-9.000000,-50.000000,2.000000
-57.556381,-125.885185,1002.847900,-9.000000,-46.000000,4.000000
-49.766685,-127.755203,994.512939,-7.000000,-50.000000,3.000000
-52.897903,-130.430710,998.067688,-9.000000,-49.000000,3.000000
-57.646141,-129.795441,1009.585266,-9.000000,-47.000000,4.000000
-56.037991,-131.972885,995.592407,-9.000000,-49.000000,3.000000
-52.721275,-129.107407,995.330505,-7.000000,-49.000000,3.000000
-53.981339,-127.650055,1001.406128,-8.000000,-48.000000,4.000000
-55.827091,-131.137589,999.042664,-9.000000,-48.000000,3.000000
motion-4
-57.094814,-125.155029,1024.949341,-8.000000,-49.000000,2.000000
-54.907387,-126.991852,1008.325439,-7.000000,-49.000000,3.000000
-49.768494,-130.965652,976.351562,-7.000000,-50.000000,3.000000
-54.628284,-125.665436,1012.092163,-9.000000,-48.000000,3.000000
-56.306545,-130.083099,1001.691711,-9.000000,-49.000000,3.000000
-53.021145,-132.333313,989.880188,-7.000000,-49.000000,3.000000
-52.249836,-126.020905,1004.479126,-7.000000,-49.000000,3.000000
-55.126591,-129.751175,998.419128,-8.000000,-49.000000,3.000000
-55.351639,-131.927002,998.680054,-8.000000,-48.000000,3.000000
-52.628994,-127.900223,998.966553,-7.000000,-48.000000,3.000000
motion-5
-53.462204,-126.507698,995.860107,-4.000000,-51.000000,3.000000
-52.760895,-126.695984,1004.842224,-8.000000,-46.000000,3.000000
-53.082504,-131.384384,1002.563904,-8.000000,-49.000000,3.000000
-52.365467,-128.503693,997.626465,-7.000000,-49.000000,2.000000
-53.052265,-127.305115,1002.293579,-7.000000,-49.000000,3.000000
-54.480095,-130.503174,1001.553101,-8.000000,-48.000000,3.000000
-54.481438,-128.620514,1000.472778,-8.000000,-48.000000,3.000000
-55.168385,-127.535355,1002.013184,-9.000000,-49.000000,3.000000
-53.104771,-130.191788,1001.976440,-8.000000,-49.000000,3.000000
-53.263031,-130.798218,1001.382629,-9.000000,-49.000000,3.000000
