1000,3,50,circle,triangle,square
1,0,0
22.461155,51.904175,-40.356926
16.525354,136.609375,5.581169
-5.081916,274.718567,136.999283
-213.066895,272.940735,-28.977669
-448.828491,121.480286,-512.018250
-411.056976,-11.363342,-605.737915
-44.461945,-218.067627,-556.074341
149.657349,-342.285156,-551.149109
219.241013,-318.163818,-536.387207
526.644714,-353.239868,-373.193390
661.554260,-376.138428,-177.974487
889.059204,-283.731689,-106.829384
1240.393555,-67.453857,195.779938
1013.906860,174.968201,278.019592
638.313171,421.353516,93.606667
640.362976,640.915405,170.762848
257.629395,812.187500,85.222031
-165.780502,805.010498,23.354210
-185.146881,714.398682,68.679466
-567.111816,728.920776,-441.908051
-742.315979,434.087891,-668.680298
-616.322571,-30.405884,-531.603333
-572.995911,-349.627319,-456.655487
-178.705978,-624.287720,-99.249519
-42.814499,-634.788208,-199.416016
17.995413,-434.010498,-616.471741
682.131409,-425.945801,-85.657341
1107.458374,-499.515503,427.349701
1085.143555,-468.593506,108.109138
1227.071411,-377.725220,12.035973
1382.033936,-50.922363,214.653076
1055.596436,361.638550,325.585022
452.325165,679.738892,206.520508
42.802605,873.609558,-75.689217
77.516449,794.814453,-104.597816
74.629044,851.488647,368.886200
-98.053879,913.162903,327.152100
-526.933228,609.062134,-357.954865
-861.250305,337.603638,-258.586273
-735.934387,-89.806885,-509.775604
-449.802338,-595.241211,-805.516479
0.136017,-744.572754,-443.667206
114.037933,-680.884521,-607.382507
632.578003,-561.689819,-172.206909
1036.914917,-573.426514,245.858643
944.707703,-528.069336,1.135529
1009.699097,-251.121460,188.139343
1040.567749,64.055542,291.383331
916.479248,411.812744,377.956970
407.899719,704.633545,270.888702
212.346664,835.305481,47.000328
128.895462,909.464783,284.481720
-160.788147,892.160217,47.961540
-331.950867,762.482056,-170.767883
-365.597595,531.282959,-228.219971
-526.757751,347.498108,-365.537476
-916.495300,-7.669739,-506.259491
-349.556396,-764.129639,-560.922974
-94.856476,-1074.236328,-681.874939
-250.696198,-823.476074,-986.216431
586.464050,-478.588379,-152.669952
865.124207,-242.154053,420.804047
881.516907,-296.315674,244.845947
1104.919556,-267.476929,416.888947
1175.059326,-120.900513,277.548248
1129.181152,94.529053,29.068016
839.581970,405.650635,17.898201
537.802368,653.732056,46.341515
75.806473,764.405823,-124.681526
-247.874969,786.605103,-123.046394
-248.194977,950.677429,343.746368
-587.032776,945.665710,75.337639
-741.441467,684.952637,-281.472107
-549.037903,267.475586,-499.550140
-817.665649,-276.750366,-1216.681641
-578.552795,-564.749390,-381.108978
-40.679810,-875.408203,-279.135132
363.351471,-906.211670,-710.584656
693.523376,-506.353516,227.974396
636.873962,-438.872559,-70.540993
1169.770142,-438.903687,342.619354
1233.233765,-347.880371,559.718445
845.512756,-141.377808,-101.774162
1047.147827,221.408936,128.919342
816.359436,508.687073,43.103508
483.198517,732.137085,97.713219
216.170990,874.417236,102.667519
-252.867798,862.352539,-53.327232
-161.140930,770.126770,204.711639
-333.691650,766.787048,21.455086
-739.162292,738.391235,-335.006866
-1157.155762,644.436646,-676.807861
-1044.899048,306.700684,-377.314697
-374.491364,-542.546509,-204.111603
-187.783234,-1091.158447,-907.800232
139.918060,-877.714111,-533.444763
329.789764,-553.373047,-278.529144
743.590149,-301.691162,175.847137
1162.164307,-399.940674,456.660126
1413.837891,-436.264160,-11.617401
1545.055420,8.092651,232.623566
1328.243896,380.967102,133.987671
762.821106,648.619873,23.225929
251.366821,797.050964,173.928894
165.887604,826.798218,-19.049355
-160.394043,874.648926,65.831902
-35.866356,840.901978,405.646606
125.811081,789.437195,276.120850
-619.627930,717.789490,-302.022919
-890.523376,479.729187,-693.123291
-894.870728,123.928833,-1010.589111
-471.381775,-453.500366,-407.694641
43.767242,-971.808105,-400.913055
41.129242,-1003.605103,-931.648071
773.295898,-827.421143,-193.649261
1079.328125,-523.043213,-18.758156
1039.409302,-218.467163,214.680084
1041.129150,-110.798950,270.537964
1256.909912,41.666687,374.853271
1355.236328,238.909424,638.295044
873.279480,464.239014,402.745392
650.048035,644.093323,236.084747
319.524597,771.683594,56.740700
-41.811493,905.582092,170.149902
-265.494934,898.581299,-0.451317
-318.154022,844.920105,63.386230
-470.405884,777.520996,-49.053032
-820.306702,502.286194,-607.559143
-746.005920,221.724731,-538.726013
-640.486572,-74.296387,-530.611450
-732.981628,-571.523682,-866.049316
-69.572342,-943.571045,-1057.856445
594.940979,-995.465820,-693.765808
761.498596,-628.583496,-180.299347
984.958679,-277.656372,164.895081
1048.632690,-215.543213,251.001770
1111.074341,-10.974487,224.772400
927.801331,263.725464,336.773071
673.186218,511.276428,157.608276
331.910065,783.270996,25.435837
-73.825638,838.544189,-21.724937
-182.900467,798.544678,28.595856
-454.291718,953.069275,24.412323
-792.965393,886.248596,-197.957886
-874.638672,385.762024,-329.267059
-629.342712,-176.210938,-604.934387
-477.294403,-656.930786,-725.718689
-204.125916,-833.273438,-813.787720
353.103668,-713.133545,-732.272644
627.027588,-566.165649,-247.261871
853.842041,-438.710449,-21.891602
979.898743,-331.335571,246.782440
970.292480,-156.534424,280.504059
750.970093,66.416016,90.798256
568.578064,264.004150,230.452332
438.852692,423.422852,170.226471
206.210815,614.574951,158.411987
42.623970,777.545410,193.582336
-52.620247,808.836182,34.943863
-442.973724,883.423828,-20.606873
-673.748230,799.950439,-165.095947
-425.187866,432.641785,-115.667503
-605.078247,214.755676,-272.893250
-795.988159,6.505737,-512.932434
-821.717651,-414.369019,-962.128174
-233.014343,-769.988892,-1382.153687
526.384277,-854.287964,-652.110474
546.961365,-703.143555,-877.387573
722.395508,-412.367432,-728.940552
1482.024902,-136.857666,487.608124
1563.676758,17.315002,362.927460
1130.577148,271.110474,272.237762
1025.150635,539.078552,317.463989
631.179382,673.688599,128.137054
295.649902,792.581604,182.740814
-91.074951,923.789490,102.642426
-222.973206,1072.328613,-67.312828
-255.689209,1079.047852,-16.341492
-317.194580,845.841675,-44.696510
-790.550354,436.808350,-378.997894
-895.656189,37.063477,-332.140350
-325.181061,-369.083374,-920.507202
-511.492157,-834.363770,-1531.831543
144.524933,-950.832886,-1151.215088
855.575745,-663.340332,-678.977417
1187.957031,-402.673096,144.196503
1437.805176,-370.109253,441.539215
1121.091064,-210.794922,430.211884
1124.373169,44.765015,283.995331
933.805908,334.151611,43.035072
407.810944,781.554565,436.311523
113.287430,993.491699,483.697144
115.004677,969.737671,141.957794
-34.374405,940.708374,68.292236
-121.202042,882.101624,184.940353
-173.064728,770.026611,0.238060
